Date,Open,High,Low,Close,Adj Close,Volume,Target
2022-10-27,148.07000732421875,149.0500030517578,144.1300048828125,144.8000030517578,144.14044189453125,109180200,1
2022-10-28,148.1999969482422,157.5,147.82000732421875,155.74000549316406,155.03060913085938,164762400,0
2022-10-31,153.16000366210938,154.24000549316406,151.9199981689453,153.33999633789062,152.6415252685547,97943200,0
2022-11-01,155.0800018310547,155.4499969482422,149.1300048828125,150.64999389648438,149.96377563476562,80379300,0
2022-11-02,148.9499969482422,152.1699981689453,145.0,145.02999877929688,144.369384765625,93604600,0
2022-11-03,142.05999755859375,142.8000030517578,138.75,138.8800048828125,138.24742126464844,97918500,1
2022-11-04,142.08999633789062,142.6699981689453,134.3800048828125,138.3800048828125,137.9781951904297,140814800,1
2022-11-07,137.11000061035156,139.14999389648438,135.6699981689453,138.9199981689453,138.51661682128906,83374600,1
2022-11-08,140.41000366210938,141.42999267578125,137.49000549316406,139.5,139.09494018554688,89908500,1
2022-11-09,138.5,138.5500030517578,134.58999633789062,134.8699951171875,134.47837829589844,74917800,1
2022-11-10,141.24000549316406,146.8699951171875,139.5,146.8699951171875,146.4435272216797,118854000,1
2022-11-11,145.82000732421875,150.00999450683594,144.3699951171875,149.6999969482422,149.26531982421875,93979700,0
2022-11-14,148.97000122070312,150.27999877929688,147.42999267578125,148.27999877929688,147.8494415283203,73374100,0
2022-11-15,152.22000122070312,153.58999633789062,148.55999755859375,150.0399932861328,149.6043243408203,89868300,0
2022-11-16,149.1300048828125,149.8699951171875,147.2899932861328,148.7899932861328,148.3579559326172,64218300,0
2022-11-17,146.42999267578125,151.47999572753906,146.14999389648438,150.72000122070312,150.2823486328125,80389400,0
2022-11-18,152.30999755859375,152.6999969482422,149.97000122070312,151.2899932861328,150.85069274902344,74829600,0
2022-11-21,150.16000366210938,150.3699951171875,147.72000122070312,148.00999450683594,147.58023071289062,58724100,0
2022-11-22,148.1300048828125,150.4199981689453,146.92999267578125,150.17999267578125,149.74391174316406,51804100,0
2022-11-23,149.4499969482422,151.8300018310547,149.33999633789062,151.07000732421875,150.63134765625,58301400,0
2022-11-25,148.30999755859375,148.8800048828125,147.1199951171875,148.11000061035156,147.67994689941406,35195900,0
2022-11-28,145.13999938964844,146.63999938964844,143.3800048828125,144.22000122070312,143.80123901367188,69246000,1
2022-11-29,144.2899932861328,144.80999755859375,140.35000610351562,141.1699981689453,140.7600860595703,83763800,1
2022-11-30,141.39999389648438,148.72000122070312,140.5500030517578,148.02999877929688,147.6001739501953,111380900,0
2022-12-01,148.2100067138672,149.1300048828125,146.61000061035156,148.30999755859375,147.8793487548828,71250400,0
2022-12-02,145.9600067138672,148.0,145.64999389648438,147.80999755859375,147.3808135986328,65447400,0
2022-12-05,147.77000427246094,150.9199981689453,145.77000427246094,146.6300048828125,146.20423889160156,68826400,0
2022-12-06,147.07000732421875,147.3000030517578,141.9199981689453,142.91000366210938,142.4950408935547,64727200,1
2022-12-07,142.19000244140625,143.3699951171875,140.0,140.94000244140625,140.53076171875,69721100,1
2022-12-08,142.36000061035156,143.52000427246094,141.10000610351562,142.64999389648438,142.2357940673828,62128300,1
2022-12-09,142.33999633789062,145.57000732421875,140.89999389648438,142.16000366210938,141.74720764160156,76097000,1
2022-12-12,142.6999969482422,144.5,141.05999755859375,144.49000549316406,144.07044982910156,70462700,0
2022-12-13,149.5,149.97000122070312,144.24000549316406,145.47000122070312,145.047607421875,93886200,0
2022-12-14,145.35000610351562,146.66000366210938,141.16000366210938,143.2100067138672,142.79417419433594,82291200,0
2022-12-15,141.11000061035156,141.8000030517578,136.02999877929688,136.5,136.10365295410156,98931900,0
2022-12-16,136.69000244140625,137.64999389648438,133.72999572753906,134.50999450683594,134.1194305419922,160156900,0
2022-12-19,135.11000061035156,135.1999969482422,131.32000732421875,132.3699951171875,131.98562622070312,79592600,0
2022-12-20,131.38999938964844,133.25,129.88999938964844,132.3000030517578,131.9158477783203,77432800,0
2022-12-21,132.97999572753906,136.80999755859375,132.75,135.4499969482422,135.05670166015625,85928000,0
2022-12-22,134.35000610351562,134.55999755859375,130.3000030517578,132.22999572753906,131.84603881835938,77852100,0
2022-12-23,130.9199981689453,132.4199981689453,129.63999938964844,131.86000061035156,131.4771270751953,63814900,0
2022-12-27,131.3800048828125,131.41000366210938,128.72000122070312,130.02999877929688,129.65243530273438,69007800,0
2022-12-28,129.6699981689453,131.02999877929688,125.87000274658203,126.04000091552734,125.67401885986328,85438400,1
2022-12-29,127.98999786376953,130.47999572753906,127.7300033569336,129.61000061035156,129.23365783691406,75703700,0
2022-12-30,128.41000366210938,129.9499969482422,127.43000030517578,129.92999267578125,129.55271911621094,77034200,0
2023-01-03,130.27999877929688,130.89999389648438,124.16999816894531,125.06999969482422,124.70683288574219,112117500,1
2023-01-04,126.88999938964844,128.66000366210938,125.08000183105469,126.36000061035156,125.99309539794922,89113600,1
2023-01-05,127.12999725341797,127.7699966430664,124.76000213623047,125.0199966430664,124.656982421875,80962700,1
2023-01-06,126.01000213623047,130.2899932861328,124.88999938964844,129.6199951171875,129.24362182617188,87754700,1
2023-01-09,130.47000122070312,133.41000366210938,129.88999938964844,130.14999389648438,129.77207946777344,70790800,1
2023-01-10,130.25999450683594,131.25999450683594,128.1199951171875,130.72999572753906,130.35040283203125,63896200,1
2023-01-11,131.25,133.50999450683594,130.4600067138672,133.49000549316406,133.10238647460938,69458900,1
2023-01-12,133.8800048828125,134.25999450683594,131.44000244140625,133.41000366210938,133.02261352539062,71379600,1
2023-01-13,132.02999877929688,134.9199981689453,131.66000366210938,134.75999450683594,134.3686981201172,57809700,1
2023-01-17,134.8300018310547,137.2899932861328,134.1300048828125,135.94000244140625,135.54527282714844,63646600,1
2023-01-18,136.82000732421875,138.61000061035156,135.02999877929688,135.2100067138672,134.81739807128906,69672800,1
2023-01-19,134.0800018310547,136.25,133.77000427246094,135.27000427246094,134.87722778320312,58280400,1
2023-01-20,135.27999877929688,138.02000427246094,134.22000122070312,137.8699951171875,137.46966552734375,80223600,1
2023-01-23,138.1199951171875,143.32000732421875,137.89999389648438,141.11000061035156,140.70025634765625,81760300,1
2023-01-24,140.30999755859375,143.16000366210938,140.3000030517578,142.52999877929688,142.1161346435547,66435100,1
2023-01-25,140.88999938964844,142.42999267578125,138.80999755859375,141.86000061035156,141.4480743408203,65799300,1
2023-01-26,143.1699981689453,144.25,141.89999389648438,143.9600067138672,143.5419921875,54105100,1
2023-01-27,143.16000366210938,147.22999572753906,143.0800018310547,145.92999267578125,145.50625610351562,70555800,1
2023-01-30,144.9600067138672,145.5500030517578,142.85000610351562,143.0,142.58477783203125,64015300,1
2023-01-31,142.6999969482422,144.33999633789062,142.27999877929688,144.2899932861328,143.8710174560547,65874500,1
2023-02-01,143.97000122070312,146.61000061035156,141.32000732421875,145.42999267578125,145.00770568847656,77663600,1
2023-02-02,148.89999389648438,151.17999267578125,148.1699981689453,150.82000732421875,150.38206481933594,118339000,1
2023-02-03,148.02999877929688,157.3800048828125,147.8300018310547,154.5,154.05137634277344,154357300,0
2023-02-06,152.57000732421875,153.10000610351562,150.77999877929688,151.72999572753906,151.2894287109375,69858300,0
2023-02-07,150.63999938964844,155.22999572753906,150.63999938964844,154.64999389648438,154.20094299316406,83322600,0
2023-02-08,153.8800048828125,154.5800018310547,151.1699981689453,151.9199981689453,151.4788818359375,64120100,0
2023-02-09,153.77999877929688,154.3300018310547,150.4199981689453,150.8699951171875,150.43191528320312,56007100,0
2023-02-10,149.4600067138672,151.33999633789062,149.22000122070312,151.00999450683594,150.80140686035156,57450700,0
2023-02-13,150.9499969482422,154.25999450683594,150.9199981689453,153.85000610351562,153.6374969482422,62199000,0
2023-02-14,152.1199951171875,153.77000427246094,150.86000061035156,153.1999969482422,152.98838806152344,61707600,0
2023-02-15,153.11000061035156,155.5,152.8800048828125,155.3300018310547,155.11544799804688,65573800,0
2023-02-16,153.50999450683594,156.3300018310547,153.35000610351562,153.7100067138672,153.49769592285156,68167900,0
2023-02-17,152.35000610351562,153.0,150.85000610351562,152.5500030517578,152.33929443359375,59144100,0
2023-02-21,150.1999969482422,151.3000030517578,148.41000366210938,148.47999572753906,148.27490234375,58867200,1
2023-02-22,148.8699951171875,149.9499969482422,147.16000366210938,148.91000366210938,148.70431518554688,51011300,1
2023-02-23,150.08999633789062,150.33999633789062,147.24000549316406,149.39999389648438,149.19363403320312,48394200,1
2023-02-24,147.11000061035156,147.19000244140625,145.72000122070312,146.7100067138672,146.50735473632812,55469600,1
2023-02-27,147.7100067138672,149.1699981689453,147.4499969482422,147.9199981689453,147.71568298339844,44998500,1
2023-02-28,147.0500030517578,149.0800018310547,146.8300018310547,147.41000366210938,147.20639038085938,50547000,1
2023-03-01,146.8300018310547,147.22999572753906,145.00999450683594,145.30999755859375,145.10928344726562,55479000,1
2023-03-02,144.3800048828125,146.7100067138672,143.89999389648438,145.91000366210938,145.70846557617188,52238100,1
2023-03-03,148.0399932861328,151.11000061035156,147.3300018310547,151.02999877929688,150.82138061523438,70732300,1
2023-03-06,153.7899932861328,156.3000030517578,153.4600067138672,153.8300018310547,153.61752319335938,87558000,0
2023-03-07,153.6999969482422,154.02999877929688,151.1300048828125,151.60000610351562,151.39060974121094,56182000,1
2023-03-08,152.80999755859375,153.47000122070312,151.8300018310547,152.8699951171875,152.65884399414062,47204800,1
2023-03-09,153.55999755859375,154.5399932861328,150.22999572753906,150.58999633789062,150.38198852539062,53833600,1
2023-03-10,150.2100067138672,150.94000244140625,147.61000061035156,148.5,148.2948760986328,68572400,1
2023-03-13,147.80999755859375,153.13999938964844,147.6999969482422,150.47000122070312,150.2621612548828,84457100,1
2023-03-14,151.27999877929688,153.39999389648438,150.10000610351562,152.58999633789062,152.3792266845703,73695900,1
2023-03-15,151.19000244140625,153.25,149.9199981689453,152.99000549316406,152.7786865234375,77167900,1
2023-03-16,152.16000366210938,156.4600067138672,151.63999938964844,155.85000610351562,155.63473510742188,76161100,1
2023-03-17,156.0800018310547,156.74000549316406,154.27999877929688,155.0,154.78590393066406,98944600,1
2023-03-20,155.07000732421875,157.82000732421875,154.14999389648438,157.39999389648438,157.18258666992188,73641400,1
2023-03-21,157.32000732421875,159.39999389648438,156.5399932861328,159.27999877929688,159.0599822998047,73938300,1
2023-03-22,159.3000030517578,162.13999938964844,157.80999755859375,157.8300018310547,157.61199951171875,75701800,1
2023-03-23,158.8300018310547,161.5500030517578,157.67999267578125,158.92999267578125,158.71046447753906,67622100,1
2023-03-24,158.86000061035156,160.33999633789062,157.85000610351562,160.25,160.02865600585938,59196500,0
2023-03-27,159.94000244140625,160.77000427246094,157.8699951171875,158.27999877929688,158.06137084960938,52390300,1
2023-03-28,157.97000122070312,158.49000549316406,155.97999572753906,157.64999389648438,157.43223571777344,45992200,1
2023-03-29,159.3699951171875,161.0500030517578,159.35000610351562,160.77000427246094,160.54794311523438,51305700,1
2023-03-30,161.52999877929688,162.47000122070312,161.27000427246094,162.36000061035156,162.1357421875,49501700,0
2023-03-31,162.44000244140625,165.0,161.91000366210938,164.89999389648438,164.67222595214844,68749800,0
2023-04-03,164.27000427246094,166.2899932861328,164.22000122070312,166.1699981689453,165.9404754638672,56976200,0
2023-04-04,166.60000610351562,166.83999633789062,165.11000061035156,165.6300048828125,165.40122985839844,46278300,0
2023-04-05,164.74000549316406,165.0500030517578,161.8000030517578,163.75999450683594,163.53379821777344,51511700,0
2023-04-06,162.42999267578125,164.9600067138672,162.0,164.66000366210938,164.43255615234375,45390100,0
2023-04-10,161.4199981689453,162.02999877929688,160.0800018310547,162.02999877929688,161.80618286132812,47716900,1
2023-04-11,162.35000610351562,162.36000061035156,160.50999450683594,160.8000030517578,160.57789611816406,47644200,1
2023-04-12,161.22000122070312,162.05999755859375,159.77999877929688,160.10000610351562,159.8788604736328,50133100,1
2023-04-13,161.6300048828125,165.8000030517578,161.4199981689453,165.55999755859375,165.33131408691406,68445600,0
2023-04-14,164.58999633789062,166.32000732421875,163.82000732421875,165.2100067138672,164.9818115234375,49386500,1
2023-04-17,165.08999633789062,165.38999938964844,164.02999877929688,165.22999572753906,165.00177001953125,41516200,1
2023-04-18,166.10000610351562,167.41000366210938,165.64999389648438,166.47000122070312,166.2400665283203,49923000,1
2023-04-19,165.8000030517578,168.16000366210938,165.5399932861328,167.6300048828125,167.39846801757812,47720200,0
2023-04-20,166.08999633789062,167.8699951171875,165.55999755859375,166.64999389648438,166.4197998046875,52456400,1
2023-04-21,165.0500030517578,166.4499969482422,164.49000549316406,165.02000427246094,164.7920684814453,58337300,1
2023-04-24,165.0,165.60000610351562,163.88999938964844,165.3300018310547,165.1016387939453,41949600,1
2023-04-25,165.19000244140625,166.30999755859375,163.72999572753906,163.77000427246094,163.54379272460938,48714100,1
2023-04-26,163.05999755859375,165.27999877929688,162.8000030517578,163.75999450683594,163.53379821777344,45498800,1
2023-04-27,165.19000244140625,168.55999755859375,165.19000244140625,168.41000366210938,168.17738342285156,64902300,0
2023-04-28,168.49000549316406,169.85000610351562,167.8800048828125,169.67999267578125,169.44561767578125,55209200,0
2023-05-01,169.27999877929688,170.4499969482422,168.63999938964844,169.58999633789062,169.35574340820312,52472900,0
2023-05-02,170.08999633789062,170.35000610351562,167.5399932861328,168.5399932861328,168.30718994140625,48425700,1
2023-05-03,169.5,170.9199981689453,167.16000366210938,167.4499969482422,167.2187042236328,65136000,1
2023-05-04,164.88999938964844,167.0399932861328,164.30999755859375,165.7899932861328,165.5609893798828,81235400,1
2023-05-05,170.97999572753906,174.3000030517578,170.75999450683594,173.57000732421875,173.33026123046875,113316400,0
